goods_code,day,qty
944801,20191126,25.0
944801,20191128,25.0
946566,20191114,25.0
953653,20200108,25.0
961490,20191207,25.0
961573,20191113,25.0
965731,20191117,25.0
965731,20191120,25.0
965731,20191231,25.0
966861,20191104,25.0
966861,20191110,25.0
966861,20191202,25.0
966861,20200107,25.0
979419,20191230,25.0
981332,20191117,25.0
981332,20191201,25.0
981332,20191213,25.0
985069,20191227,25.0
991315,20191114,25.0
991315,20191119,25.0
994905,20191114,25.0
995811,20191106,25.0
995829,20191201,25.0
999722,20191209,25.0
921494,20191114,24.829999999999995
921494,20191113,24.49
905604,20191111,24.434
001065,20191115,24.0
004994,20191105,24.0
004994,20191230,24.0
007286,20191112,24.0
007286,20191202,24.0
007294,20191207,24.0
007294,20200103,24.0
009670,20191122,24.0
009670,20191128,24.0
009746,20191119,24.0
015370,20191224,24.0
021535,20191110,24.0
027425,20191111,24.0
030841,20191119,24.0
030841,20200106,24.0
040642,20191123,24.0
040642,20191203,24.0
042135,20191102,24.0
042184,20200108,24.0
044594,20191102,24.0
048454,20191111,24.0
049460,20191114,24.0
052639,20191104,24.0
052639,20191113,24.0
052639,20191202,24.0
052639,20191219,24.0
052639,20191223,24.0
056598,20191031,24.0
056598,20191103,24.0
056598,20191122,24.0
056598,20191204,24.0
056598,20200106,24.0
060178,20191205,24.0
070078,20191124,24.0
090985,20191130,24.0
090985,20191213,24.0
090985,20191221,24.0
093575,20191130,24.0
093575,20191228,24.0
096602,20191109,24.0
096602,20191126,24.0
096602,20191226,24.0
100016,20191112,24.0
100016,20191203,24.0
107953,20191203,24.0
113647,20191115,24.0
113647,20191205,24.0
114645,20200106,24.0
115832,20191209,24.0
167387,20200107,24.0
169664,20191104,24.0
169664,20191110,24.0
169664,20191207,24.0
169664,20191217,24.0
178947,20191209,24.0
184556,20191123,24.0
188623,20191031,24.0
204982,20191203,24.0
212670,20191105,24.0
212670,20191122,24.0
212670,20191125,24.0
231894,20191121,24.0
231902,20191125,24.0
231902,20191224,24.0
233197,20191103,24.0
235366,20191101,24.0
235366,20191102,24.0
235366,20191213,24.0
235754,20191104,24.0
235754,20191126,24.0
235754,20191216,24.0
251157,20191113,24.0
260596,20191110,24.0
260679,20191124,24.0
260679,20191130,24.0
270157,20191103,24.0
272583,20191125,24.0
272583,20191207,24.0
278259,20191214,24.0
281113,20191115,24.0
282426,20191222,24.0
287516,20191214,24.0
291534,20200103,24.0
326728,20200106,24.0
335208,20191213,24.0
340653,20191119,24.0
343392,20191112,24.0
343392,20200105,24.0
347542,20191209,24.0
355594,20191121,24.0
355594,20191201,24.0
363531,20191125,24.0
363531,20191209,24.0
389452,20191106,24.0
389494,20191121,24.0
389494,20191211,24.0
393215,20200106,24.0
394007,20191102,24.0
401380,20200108,24.0
401554,20191208,24.0
405399,20191113,24.0
412254,20191225,24.0
426064,20191109,24.0
438077,20191213,24.0
438465,20191213,24.0
438705,20191213,24.0
442038,20191201,24.0
445379,20191123,24.0
445379,20191215,24.0
446161,20191109,24.0
446179,20191109,24.0
450734,20191221,24.0
454785,20191215,24.0
457630,20191205,24.0
457648,20191205,24.0
458992,20191225,24.0
464701,20191108,24.0
464701,20191125,24.0
464701,20191222,24.0
464701,20191223,24.0
464701,20200103,24.0
464768,20200105,24.0
470229,20191122,24.0
470625,20191208,24.0
472068,20191219,24.0
472068,20200105,24.0
472084,20191224,24.0
484535,20191113,24.0
484535,20191115,24.0
484535,20191123,24.0
484535,20191220,24.0
484543,20191219,24.0
486282,20191202,24.0
486282,20200101,24.0
486282,20200106,24.0
488288,20191203,24.0
495622,20191114,24.0
495622,20191201,24.0
495622,20191220,24.0
509570,20200103,24.0
515635,20191206,24.0
522177,20191108,24.0
528570,20191201,24.0
529909,20191107,24.0
529909,20191112,24.0
529909,20191127,24.0
529909,20191128,24.0
529909,20200103,24.0
542902,20191125,24.0
542902,20191128,24.0
542902,20191205,24.0
542910,20191213,24.0
542910,20191218,24.0
542910,20200102,24.0
542928,20191226,24.0
543264,20191209,24.0
547638,20191119,24.0
547638,20191203,24.0
547638,20191215,24.0
557876,20191221,24.0
558635,20191104,24.0
558635,20191122,24.0
570986,20191201,24.0
579136,20191118,24.0
587758,20191123,24.0
591164,20191111,24.0
598938,20191209,24.0
599522,20191103,24.0
599803,20191120,24.0
603175,20191125,24.0
607853,20191102,24.0
609198,20191125,24.0
617837,20191209,24.0
619924,20200107,24.0
621946,20191216,24.0
635771,20191102,24.0
635771,20200107,24.0
648923,20191224,24.0
650374,20191031,24.0
650374,20191103,24.0
650374,20191110,24.0
659417,20191111,24.0
659417,20191114,24.0
659789,20191129,24.0
669473,20191108,24.0
677914,20191115,24.0
677914,20191216,24.0
690396,20191209,24.0
697284,20191117,24.0
697284,20191219,24.0
705566,20191211,24.0
705566,20191221,24.0
707497,20191111,24.0
707497,20191123,24.0
719062,20191226,24.0
721514,20191113,24.0
722579,20191103,24.0
722579,20191228,24.0
741967,20200104,24.0
741975,20191214,24.0
741975,20200104,24.0
747758,20191130,24.0
753558,20191202,24.0
755264,20191111,24.0
755264,20191112,24.0
764399,20191118,24.0
764407,20191118,24.0
767111,20191103,24.0
805754,20191111,24.0
806950,20200108,24.0
812115,20191203,24.0
815241,20191105,24.0
815563,20191106,24.0
815563,20191217,24.0
815563,20200105,24.0
827659,20191103,24.0
827659,20191117,24.0
827659,20191203,24.0
851170,20191123,24.0
858100,20191223,24.0
858100,20200105,24.0
867010,20191212,24.0
867010,20191214,24.0
878181,20191207,24.0
879395,20191218,24.0
880484,20191208,24.0
883140,20200103,24.0
883215,20191221,24.0
884833,20191111,24.0
900357,20200106,24.0
900704,20200107,24.0
901603,20191106,24.0
901603,20191112,24.0
901702,20191204,24.0
903427,20191111,24.0
903955,20191123,24.0
903955,20191124,24.0
907790,20191216,24.0
907790,20191219,24.0
907790,20191221,24.0
907832,20191103,24.0
907832,20191109,24.0
916767,20191126,24.0
916767,20191128,24.0
918532,20191208,24.0
918532,20191211,24.0
919324,20191102,24.0
919324,20191113,24.0
926543,20191114,24.0
926543,20191130,24.0
926543,20191211,24.0
926543,20191212,24.0
926840,20191206,24.0
928309,20191124,24.0
929489,20191101,24.0
929489,20191201,24.0
930016,20191114,24.0
930016,20191130,24.0
931956,20191210,24.0
931980,20191103,24.0
933911,20191106,24.0
937672,20191112,24.0
937698,20191221,24.0
938134,20191122,24.0
938134,20200101,24.0
938233,20191213,24.0
939512,20191102,24.0
939512,20191214,24.0
942706,20191111,24.0
943688,20191102,24.0
943688,20191207,24.0
943688,20191230,24.0
944801,20191211,24.0
944801,20191216,24.0
953653,20191203,24.0
953653,20191207,24.0
956730,20191111,24.0
956730,20191113,24.0
956730,20191201,24.0
956730,20191212,24.0
961490,20191203,24.0
961490,20191229,24.0
965459,20191101,24.0
965459,20191103,24.0
965731,20191108,24.0
965731,20191119,24.0
965731,20200102,24.0
966861,20200103,24.0
978726,20191205,24.0
979401,20191215,24.0
979419,20191123,24.0
979419,20191212,24.0
979815,20191101,24.0
981332,20191218,24.0
991315,20191112,24.0
991315,20191126,24.0
991315,20191221,24.0
994921,20191111,24.0
994996,20191202,24.0
999722,20191215,24.0
967935,20191108,23.505000000000003
988675,20191102,23.454
988675,20191127,23.384
835660,20191109,23.308
001107,20191117,23.0
004994,20191108,23.0
004994,20191113,23.0
004994,20191204,23.0
004994,20191215,23.0
007286,20191201,23.0
007286,20200104,23.0
007294,20191111,23.0
021535,20191114,23.0
030841,20191223,23.0
042184,20191105,23.0
051524,20191213,23.0
090985,20191123,23.0
090985,20200101,23.0
094722,20191113,23.0
100016,20191211,23.0
100016,20191222,23.0
100016,20200102,23.0
121764,20191115,23.0
139212,20191119,23.0
169664,20191114,23.0
169664,20200106,23.0
188623,20191110,23.0
189126,20191109,23.0
201426,20191210,23.0
205922,20191111,23.0
215392,20191218,23.0
215392,20191223,23.0
235366,20200106,23.0
235754,20191118,23.0
235754,20200106,23.0
240036,20200104,23.0
253708,20191123,23.0
253708,20200108,23.0
260497,20191114,23.0
260497,20191124,23.0
260679,20191104,23.0
260679,20191109,23.0
264077,20191120,23.0
270157,20191118,23.0
272583,20191128,23.0
300483,20191108,23.0
300483,20191114,23.0
312827,20191206,23.0
321851,20191221,23.0
329698,20191124,23.0
401554,20191111,23.0
401554,20191123,23.0
409946,20191130,23.0
445379,20191213,23.0
460790,20191224,23.0
464701,20191031,23.0
464701,20191228,23.0
464768,20191109,23.0
470229,20191104,23.0
470229,20191118,23.0
470229,20191119,23.0
470229,20200108,23.0
472084,20191230,23.0
484543,20191205,23.0
488049,20200106,23.0
488288,20191119,23.0
496166,20191111,23.0
498634,20191108,23.0
529909,20191124,23.0
529909,20191209,23.0
529909,20191228,23.0
529909,20200108,23.0
541979,20191213,23.0
542928,20191125,23.0
547638,20191214,23.0
548305,20191214,23.0
570986,20191207,23.0
570986,20191214,23.0
577742,20191109,23.0
587725,20191110,23.0
587758,20191110,23.0
587758,20191207,23.0
587766,20191214,23.0
591180,20191113,23.0
599522,20191201,23.0
603456,20191208,23.0
612747,20191124,23.0
635771,20191222,23.0
635771,20191223,23.0
645770,20191110,23.0
645770,20200105,23.0
650374,20191229,23.0
705566,20191225,23.0
707497,20191214,23.0
721480,20191208,23.0
722579,20191118,23.0
722579,20191201,23.0
722579,20191202,23.0
722579,20191209,23.0
736348,20191103,23.0
738526,20191127,23.0
741058,20191111,23.0
741975,20191115,23.0
747725,20191228,23.0
767111,20191122,23.0
767111,20191130,23.0
767111,20191224,23.0
776856,20191109,23.0
805754,20191103,23.0
806950,20191114,23.0
806950,20200103,23.0
826602,20191108,23.0
826602,20191119,23.0
826602,20191205,23.0
826602,20200106,23.0
867010,20191213,23.0
872598,20191110,23.0
883140,20200107,23.0
892166,20191204,23.0
892166,20191208,23.0
900357,20191106,23.0
900357,20191217,23.0
901603,20191228,23.0
901702,20191031,23.0
903427,20191201,23.0
907790,20191031,23.0
907790,20191121,23.0
907790,20191222,23.0
907832,20191201,23.0
909614,20191107,23.0
919324,20191130,23.0
924332,20191201,23.0
926543,20191210,23.0
926543,20191231,23.0
930016,20200103,23.0
930099,20191102,23.0
938340,20191130,23.0
943688,20191126,23.0
943688,20191214,23.0
944652,20200105,23.0
953653,20191102,23.0
953653,20191109,23.0
953653,20191202,23.0
953653,20191209,23.0
954032,20191130,23.0
954032,20191216,23.0
954032,20200107,23.0
961490,20191130,23.0
961490,20191202,23.0
961490,20200107,23.0
961524,20191202,23.0
965731,20191127,23.0
965731,20200101,23.0
966861,20191129,23.0
966861,20191210,23.0
966861,20191218,23.0
966861,20200101,23.0
966861,20200104,23.0
970863,20191214,23.0
979401,20191121,23.0
979401,20191208,23.0
979401,20191209,23.0
979401,20191214,23.0
979419,20191114,23.0
979419,20191130,23.0
979419,20191214,23.0
979419,20200107,23.0
979815,20191212,23.0
981332,20191207,23.0
981332,20200104,23.0
991240,20191111,23.0
991315,20191115,23.0
991315,20191121,23.0
991315,20191207,23.0
995829,20191208,23.0
996686,20191106,23.0
999722,20191127,23.0
835660,20191114,22.828
921494,20191214,22.820000000000004
835660,20191130,22.751999999999995
921494,20191126,22.604999999999997
921551,20191114,22.51
921494,20191222,22.000000000000007
004994,20191103,22.0
004994,20191106,22.0
005041,20191201,22.0
007286,20191213,22.0
007286,20191219,22.0
007286,20191231,22.0
007286,20200105,22.0
017848,20191103,22.0
021535,20191105,22.0
042119,20191215,22.0
042184,20191120,22.0
042184,20191124,22.0
042184,20191224,22.0
051524,20191119,22.0
052639,20191201,22.0
056598,20191117,22.0
056598,20191215,22.0
067470,20191126,22.0
070102,20191113,22.0
093971,20191201,22.0
094722,20200105,22.0
094730,20200105,22.0
100016,20191108,22.0
100016,20191129,22.0
132837,20191113,22.0
132837,20191118,22.0
155200,20200103,22.0
188623,20191106,22.0
215392,20191115,22.0
215392,20191213,22.0
219378,20191103,22.0
226100,20200104,22.0
226100,20200106,22.0
227504,20200106,22.0
235366,20191103,22.0
235366,20191226,22.0
237727,20191229,22.0
253708,20200104,22.0
258517,20191231,22.0
260497,20191109,22.0
260497,20191204,22.0
260497,20191224,22.0
260497,20200103,22.0
260497,20200106,22.0
260679,20191112,22.0
260679,20191118,22.0
261511,20191123,22.0
267534,20191114,22.0
272583,20191230,22.0
299362,20200102,22.0
302513,20191111,22.0
326728,20191113,22.0
326728,20191126,22.0
326728,20191215,22.0
326728,20191226,22.0
326728,20191231,22.0
326728,20200104,22.0
326728,20200105,22.0
335208,20191108,22.0
343392,20191204,22.0
367946,20191214,22.0
389452,20191113,22.0
394007,20191124,22.0
394007,20200107,22.0
401554,20191109,22.0
426601,20191102,22.0
426601,20191111,22.0
443648,20191111,22.0
443648,20191113,22.0
458992,20191227,22.0
460097,20191111,22.0
464768,20191113,22.0
483818,20191204,22.0
483818,20191227,22.0
484543,20191206,22.0
488288,20191122,22.0
488288,20191216,22.0
496166,20191114,22.0
509570,20191123,22.0
515684,20191102,22.0
529909,20191115,22.0
529909,20191122,22.0
529909,20191204,22.0
529909,20191226,22.0
529909,20191229,22.0
547638,20191128,22.0
547653,20191107,22.0
548305,20191101,22.0
549550,20191119,22.0
557876,20191222,22.0
558635,20191110,22.0
558635,20191111,22.0
558635,20191117,22.0
558635,20200104,22.0
570986,20191114,22.0
577742,20191114,22.0
587758,20191114,22.0
587758,20191205,22.0
587766,20191125,22.0
591180,20191109,22.0
603456,20191103,22.0
603456,20191109,22.0
607853,20191213,22.0
612747,20200103,22.0
625319,20191211,22.0
635771,20191118,22.0
635771,20191224,22.0
645770,20191124,22.0
650374,20191111,22.0
650374,20191126,22.0
650374,20191209,22.0
661421,20191201,22.0
674358,20191114,22.0
707497,20191102,22.0
707497,20191117,22.0
707497,20191207,22.0
718700,20191216,22.0
719062,20191207,22.0
721514,20191102,22.0
721514,20191208,22.0
721647,20200101,22.0
722124,20191111,22.0
722579,20191109,22.0
722579,20191214,22.0
724807,20200108,22.0
731711,20191221,22.0
736348,20191212,22.0
737312,20191119,22.0
738526,20191229,22.0
741959,20191111,22.0
741967,20191125,22.0
741975,20191103,22.0
741975,20191104,22.0
741975,20191127,22.0
741975,20191215,22.0
747758,20191213,22.0
747758,20191214,22.0
747758,20191215,22.0
776864,20191113,22.0
805754,20191114,22.0
806950,20191221,22.0
815563,20191104,22.0
826602,20191112,22.0
826602,20191213,22.0
826602,20200103,22.0
827659,20191102,22.0
831826,20191115,22.0
851170,20191102,22.0
855593,20191110,22.0
867010,20191202,22.0
869313,20191201,22.0
884833,20191110,22.0
884833,20191117,22.0
892166,20200106,22.0
900357,20191112,22.0
900704,20191211,22.0
900704,20191213,22.0
900704,20191221,22.0
900704,20200105,22.0
901603,20191110,22.0
901603,20191118,22.0
901603,20191120,22.0
901603,20191128,22.0
901603,20191223,22.0
901702,20191213,22.0
904847,20191114,22.0
907790,20191125,22.0
907790,20191211,22.0
907790,20191212,22.0
907790,20191215,22.0
907832,20191102,22.0
907832,20191104,22.0
907832,20191214,22.0
909614,20191108,22.0
910562,20191130,22.0
917807,20191109,22.0
918532,20191105,22.0
918532,20191218,22.0
919324,20191126,22.0
924332,20191110,22.0
924332,20191123,22.0
926543,20191031,22.0
926543,20191120,22.0
926543,20191126,22.0
926733,20191201,22.0
928309,20191114,22.0
928309,20191120,22.0
929489,20191107,22.0
930016,20191104,22.0
930016,20191110,22.0
938134,20191213,22.0
938233,20200101,22.0
939512,20191209,22.0
939512,20191212,22.0
943688,20191216,22.0
946566,20191111,22.0
946566,20191231,22.0
946657,20191111,22.0
947259,20191111,22.0
947259,20191114,22.0
947259,20191123,22.0
953653,20191208,22.0
953653,20191223,22.0
956730,20191216,22.0
961490,20191126,22.0
961490,20200102,22.0
965731,20191107,22.0
965731,20191212,22.0
965731,20191219,22.0
966861,20191117,22.0
966861,20191229,22.0
979401,20191117,22.0
979419,20191217,22.0
981332,20191203,22.0
981332,20191215,22.0
985069,20191130,22.0
991240,20191112,22.0
991240,20191215,22.0
991315,20191201,22.0
991315,20191231,22.0
994889,20191130,22.0
995811,20191102,22.0
995829,20191130,22.0
999722,20191122,22.0
999722,20191213,22.0
999722,20191217,22.0
999722,20200102,22.0
921551,20191111,21.725
988675,20191107,21.56
835660,20191124,21.338
898957,20191231,21.322
967935,20191103,21.225
004994,20191213,21.0
007286,20191205,21.0
009670,20191111,21.0
009670,20191115,21.0
009746,20191111,21.0
010231,20191113,21.0
016477,20191127,21.0
017848,20191115,21.0
021535,20191209,21.0
034264,20200104,21.0
042184,20191223,21.0
051524,20191107,21.0
051524,20191130,21.0
051524,20191208,21.0
051524,20191223,21.0
056598,20191118,21.0
060905,20191111,21.0
072751,20191123,21.0
090985,20191122,21.0
090985,20191207,21.0
093971,20191103,21.0
093971,20191110,21.0
094722,20191123,21.0
094722,20191208,21.0
094730,20191104,21.0
094730,20191113,21.0
094730,20191127,21.0
100016,20191228,21.0
113647,20191218,21.0
113647,20200102,21.0
125591,20191213,21.0
132837,20191130,21.0
132837,20200104,21.0
144667,20191207,21.0
155200,20191108,21.0
155200,20200104,21.0
185884,20191124,21.0
189126,20191114,21.0
215392,20200105,21.0
235366,20191126,21.0
235366,20191224,21.0
235754,20191108,21.0
235754,20191117,21.0
235754,20191217,21.0
235754,20191222,21.0
250910,20191123,21.0
258079,20191114,21.0
260497,20191207,21.0
260497,20191214,21.0
260679,20191120,21.0
260679,20191205,21.0
260679,20200106,21.0
272583,20191208,21.0
275685,20200107,21.0
289629,20191209,21.0
300483,20191102,21.0
330662,20191114,21.0
333187,20191201,21.0
333187,20191208,21.0
335208,20191112,21.0
335208,20191228,21.0
335208,20200103,21.0
343392,20191126,21.0
357681,20191223,21.0
357707,20191217,21.0
357707,20191226,21.0
378901,20191222,21.0
389452,20191202,21.0
397091,20191109,21.0
401554,20191103,21.0
426601,20191118,21.0
429209,20191118,21.0
445833,20191215,21.0
457648,20191108,21.0
460808,20191220,21.0
464701,20191120,21.0
464701,20191214,21.0
470229,20191126,21.0
472084,20191126,21.0
484543,20200105,21.0
486282,20191204,21.0
488288,20191114,21.0
488288,20191207,21.0
496166,20191126,21.0
496166,20191229,21.0
498634,20191104,21.0
498634,20191111,21.0
512111,20191031,21.0
521120,20191201,21.0
529909,20191106,21.0
529909,20191221,21.0
529909,20191231,21.0
542910,20191127,21.0
542910,20191130,21.0
542928,20200102,21.0
548305,20191202,21.0
556118,20191114,21.0
557876,20191218,21.0
558635,20191103,21.0
566828,20191214,21.0
566828,20191215,21.0
570986,20191115,21.0
584284,20191101,21.0
587725,20191103,21.0
587758,20191118,21.0
587766,20191110,21.0
587766,20191120,21.0
587766,20191203,21.0
587766,20191217,21.0
603456,20191224,21.0
603456,20191228,21.0
603456,20200101,21.0
619353,20191223,21.0
635771,20191215,21.0
645770,20191122,21.0
645770,20191130,21.0
645770,20191208,21.0
669473,20191102,21.0
705566,20191227,21.0
721514,20191213,21.0
721514,20200106,21.0
721563,20200105,21.0
722124,20191115,21.0
722124,20191123,21.0
722124,20191130,21.0
722579,20191110,21.0
722579,20200101,21.0
722579,20200102,21.0
731778,20191221,21.0
736348,20191122,21.0
737296,20191124,21.0
738526,20191228,21.0
738526,20191230,21.0
738526,20191231,21.0
738526,20200104,21.0
741835,20191122,21.0
741975,20191110,21.0
741975,20200103,21.0
746248,20191102,21.0
746248,20191229,21.0
755264,20191103,21.0
759191,20200108,21.0
806950,20191222,21.0
806950,20191231,21.0
806950,20200101,21.0
826602,20191105,21.0
826602,20191111,21.0
827659,20191104,21.0
827659,20191110,21.0
827659,20191111,21.0
831818,20191225,21.0
851170,20191113,21.0
851238,20191201,21.0
851485,20191111,21.0
855593,20191201,21.0
867010,20191109,21.0
867010,20191115,21.0
867010,20191121,21.0
867010,20191206,21.0
867010,20191210,21.0
867010,20191211,21.0
873901,20191130,21.0
878181,20191127,21.0
884833,20191109,21.0
900357,20191122,21.0
900357,20191129,21.0
900357,20191209,21.0
900357,20191227,21.0
900704,20191205,21.0
901603,20191221,21.0
901603,20200103,21.0
901702,20191101,21.0
901702,20191102,21.0
901702,20200104,21.0
901702,20200107,21.0
903427,20200107,21.0
903955,20191231,21.0
904847,20191113,21.0
906297,20191124,21.0
907790,20191129,21.0
907832,20191130,21.0
916767,20191220,21.0
916767,20200101,21.0
916767,20200107,21.0
919324,20200104,21.0
919324,20200106,21.0
924332,20191224,21.0
926543,20191125,21.0
926543,20200101,21.0
926543,20200102,21.0
929489,20191104,21.0
929489,20191119,21.0
929497,20191130,21.0
937672,20191113,21.0
938134,20191106,21.0
938134,20191226,21.0
939512,20191223,21.0
942706,20191114,21.0
943431,20200101,21.0
943688,20191115,21.0
944652,20200104,21.0
944801,20191106,21.0
944801,20191219,21.0
950592,20191113,21.0
953653,20191101,21.0
953653,20191105,21.0
953653,20191125,21.0
953653,20191221,21.0
954032,20200108,21.0
956730,20191127,21.0
956730,20191214,21.0
956730,20200102,21.0
961490,20191117,21.0
961490,20191228,21.0
961524,20191109,21.0
961565,20191114,21.0
963157,20191109,21.0
963348,20191113,21.0
964841,20191222,21.0
964841,20191228,21.0
965202,20191126,21.0
965731,20191126,21.0
965731,20191208,21.0
965731,20191223,21.0
966861,20191107,21.0
966861,20191222,21.0
966861,20191227,21.0
978726,20191206,21.0
979401,20191104,21.0
979401,20191115,21.0
979401,20191124,21.0
979401,20191203,21.0
979401,20191210,21.0
979419,20191106,21.0
979419,20191110,21.0
984724,20191123,21.0
985069,20191215,21.0
991240,20191213,21.0
991315,20191215,21.0
994889,20191123,21.0
994921,20191207,21.0
994996,20191114,21.0
995811,20191126,21.0
996686,20200103,21.0
999722,20191206,21.0
999722,20191218,21.0
999722,20191223,21.0
999722,20200103,21.0
967935,20191123,20.655
835660,20191107,20.491999999999997
921494,20191208,20.450000000000003
921494,20191124,20.245
921494,20200104,20.095000000000002
124891,20191128,20.085
001107,20191103,20.0
007286,20191203,20.0
007294,20200104,20.0
007351,20191223,20.0
019935,20200106,20.0
028282,20191212,20.0
042135,20191119,20.0
042135,20191211,20.0
042184,20191130,20.0
042184,20191226,20.0
052639,20191108,20.0
056408,20191119,20.0
063628,20200104,20.0
064600,20191113,20.0
070078,20191207,20.0
072041,20191111,20.0
090985,20191109,20.0
090985,20191223,20.0
090985,20200105,20.0
091454,20191223,20.0
093971,20191113,20.0
093971,20191117,20.0
094284,20200103,20.0
094714,20191206,20.0
094730,20191115,20.0
096602,20191207,20.0
099994,20191207,20.0
100016,20191111,20.0
100016,20191126,20.0
100016,20191230,20.0
100685,20191219,20.0
100982,20191206,20.0
112664,20191213,20.0
113647,20200106,20.0
121764,20191217,20.0
129015,20191217,20.0
139816,20191119,20.0
169664,20191208,20.0
169664,20191209,20.0
169664,20191229,20.0
182113,20191222,20.0
185884,20191212,20.0
190561,20200106,20.0
204354,20191124,20.0
206839,20191113,20.0
206839,20191115,20.0
208421,20191209,20.0
215392,20191214,20.0
226100,20191214,20.0
235366,20191229,20.0
235754,20191031,20.0
235754,20191125,20.0
235754,20191208,20.0
235754,20191210,20.0
235754,20191212,20.0
240143,20191222,20.0
241588,20191202,20.0
244814,20191119,20.0
253708,20200105,20.0
253708,20200106,20.0
259101,20191123,20.0
260497,20191104,20.0
260497,20191203,20.0
260497,20191219,20.0
260596,20191111,20.0
260596,20200104,20.0
260679,20191215,20.0
260679,20191221,20.0
264242,20191106,20.0
267534,20191120,20.0
272583,20200102,20.0
276600,20191111,20.0
276865,20191212,20.0
279364,20191108,20.0
281113,20191211,20.0
289579,20191217,20.0
302513,20191123,20.0
312827,20191227,20.0
316794,20191103,20.0
326728,20191112,20.0
326728,20191115,20.0
333187,20191110,20.0
333187,20191117,20.0
333187,20191124,20.0
335208,20191110,20.0
335208,20191124,20.0
335208,20191201,20.0
335208,20191221,20.0
343392,20191104,20.0
343392,20191109,20.0
343392,20191212,20.0
347534,20200107,20.0
363531,20191111,20.0
389494,20191126,20.0
389494,20191202,20.0
389494,20191210,20.0
394007,20191201,20.0
401125,20191103,20.0
401554,20200105,20.0
421453,20191201,20.0
426601,20191214,20.0
440974,20191115,20.0
443648,20191114,20.0
445825,20191111,20.0
447813,20191121,20.0
454785,20191205,20.0
454785,20200102,20.0
457630,20191108,20.0
457887,20191103,20.0
460766,20191222,20.0
464701,20191102,20.0
464701,20191112,20.0
464701,20191212,20.0
464768,20200108,20.0
470229,20191109,20.0
470229,20191114,20.0
470229,20191202,20.0
470229,20191214,20.0
470229,20191215,20.0
470229,20191226,20.0
470625,20191122,20.0
472084,20191207,20.0
483818,20191214,20.0
484543,20191102,20.0
484543,20191130,20.0
484543,20191230,20.0
484576,20191228,20.0
485524,20191113,20.0
489419,20191126,20.0
492983,20191101,20.0
492983,20191104,20.0
492983,20191229,20.0
496166,20200106,20.0
512111,20191110,20.0
514240,20191114,20.0
529909,20191216,20.0
529909,20191218,20.0
529909,20191227,20.0
545244,20200106,20.0
547620,20191204,20.0
547638,20191129,20.0
547638,20191204,20.0
547638,20191210,20.0
547638,20191216,20.0
548305,20191230,20.0
558627,20200106,20.0
558635,20191119,20.0
558635,20191123,20.0
558635,20191204,20.0
570986,20191109,20.0
570986,20191222,20.0
586057,20191107,20.0
587725,20191128,20.0
587725,20200105,20.0
587758,20191111,20.0
587758,20191221,20.0
587758,20200102,20.0
587758,20200104,20.0
587766,20191115,20.0
591180,20191110,20.0
596411,20191230,20.0
599522,20191128,20.0
603456,20191124,20.0
603456,20200105,20.0
620252,20191222,20.0
621128,20191110,20.0
621128,20191111,20.0
628313,20191104,20.0
635771,20191104,20.0
645770,20191114,20.0
645770,20191125,20.0
650374,20191128,20.0
650374,20191205,20.0
650374,20191206,20.0
650374,20200107,20.0
661421,20191117,20.0
675488,20191113,20.0
676072,20191115,20.0
705566,20191125,20.0
705566,20191202,20.0
705566,20191205,20.0
707497,20191103,20.0
721480,20191114,20.0
721514,20191130,20.0
722124,20191124,20.0
722579,20191101,20.0
722579,20191107,20.0
722579,20191125,20.0
722579,20191208,20.0
722579,20191216,20.0
722579,20191229,20.0
723569,20191214,20.0
731760,20191120,20.0
736348,20191207,20.0
737064,20191215,20.0
741967,20191124,20.0
741967,20200105,20.0
741967,20200106,20.0
746248,20191031,20.0
746248,20191115,20.0
746248,20191209,20.0
747758,20191201,20.0
751701,20191112,20.0
755264,20191110,20.0
759183,20200108,20.0
763128,20191220,20.0
767111,20191127,20.0
767111,20191128,20.0
806950,20191112,20.0
806950,20191228,20.0
812404,20191113,20.0
815241,20191031,20.0
815563,20191031,20.0
817726,20191031,20.0
817726,20191102,20.0
819995,20191110,20.0
824912,20191102,20.0
826602,20191215,20.0
827634,20191115,20.0
827634,20191119,20.0
827659,20191123,20.0
827659,20191208,20.0
827659,20191214,20.0
831818,20191205,20.0
831826,20191205,20.0
831826,20191219,20.0
831826,20200105,20.0
835702,20191111,20.0
843888,20191122,20.0
851170,20191121,20.0
851170,20191129,20.0
855593,20191125,20.0
858100,20191227,20.0
867010,20191110,20.0
872598,20191111,20.0
878181,20191206,20.0
880484,20191126,20.0
883140,20191112,20.0
883983,20191113,20.0
884833,20191123,20.0
884841,20191113,20.0
890970,20191207,20.0
892166,20191104,20.0
892166,20191209,20.0
892992,20191103,20.0
892992,20191113,20.0
900357,20191204,20.0
900357,20200101,20.0
900704,20191125,20.0
900704,20191130,20.0
901603,20191215,20.0
901603,20200102,20.0
901702,20191217,20.0
903427,20191109,20.0
907790,20191231,20.0
914531,20191224,20.0
914531,20191229,20.0
918532,20191117,20.0
919324,20191120,20.0
922286,20191101,20.0
922286,20191222,20.0
924332,20191214,20.0
926840,20191210,20.0
928861,20191112,20.0
929489,20191102,20.0
929489,20191126,20.0
929497,20191207,20.0
930073,20191230,20.0
938134,20191215,20.0
938860,20200105,20.0
939512,20191119,20.0
939512,20191218,20.0
