goods_code,day,qty
381525,20191124,98.0
599621,20200104,98.0
677914,20191104,98.0
815563,20191203,98.0
910505,20191213,98.0
970103,20191104,98.0
918771,20191118,97.71900000000002
910505,20191117,97.0
926840,20200106,97.0
975409,20200104,97.0
052639,20191115,96.0
052639,20191203,96.0
072041,20191217,96.0
277939,20191120,96.0
277939,20191215,96.0
355594,20191106,96.0
472068,20191127,96.0
472084,20200107,96.0
599621,20191219,96.0
910505,20191112,96.0
918532,20191130,96.0
919886,20191225,96.0
922286,20191123,96.0
922286,20191125,96.0
922286,20191213,96.0
927962,20191119,96.0
944801,20191111,96.0
944801,20191113,96.0
956730,20191105,96.0
978726,20191230,96.0
918771,20191208,95.469
600361,20191225,95.0
831826,20191229,95.0
878181,20200104,95.0
910505,20191215,95.0
926840,20191103,95.0
927962,20191221,95.0
600361,20191117,94.0
600361,20191221,94.0
892166,20191109,94.0
892166,20191110,94.0
927962,20200103,94.0
600361,20191031,93.0
927962,20191213,93.0
977033,20191220,93.0
978726,20191121,93.0
978726,20200108,93.0
755264,20191123,92.0
815563,20191111,92.0
922286,20191031,92.0
927962,20200104,92.0
600361,20191224,91.0
927962,20191108,91.0
927962,20191125,91.0
975409,20200105,91.0
188623,20191113,90.0
291401,20200106,90.0
381525,20200105,90.0
547620,20191121,90.0
547638,20191126,90.0
600361,20191106,90.0
600361,20200101,90.0
677914,20191203,90.0
755264,20191114,90.0
926840,20191102,90.0
975409,20200103,90.0
600361,20191107,89.0
600361,20191124,89.0
600361,20191130,89.0
600361,20191201,89.0
916767,20191209,89.0
922286,20191201,89.0
926840,20200105,89.0
927962,20191206,89.0
970863,20191031,89.0
978726,20200103,89.0
979815,20200105,89.0
918771,20191119,88.47500000000001
918771,20191126,88.07000000000001
484543,20191111,88.0
910505,20191121,88.0
926840,20191110,88.0
926840,20200104,88.0
979815,20191114,88.0
979815,20191230,88.0
600361,20191208,87.0
927962,20191126,87.0
927962,20191215,87.0
600361,20200104,86.0
922286,20191211,86.0
926543,20191208,86.0
979815,20191103,86.0
981332,20191124,86.0
918771,20200104,85.105
169664,20191201,85.0
381525,20191215,85.0
600361,20200105,85.0
910505,20191209,85.0
910505,20200107,85.0
918532,20191124,85.0
927962,20191107,85.0
927962,20191204,85.0
944801,20191214,85.0
975409,20191215,85.0
979815,20191109,85.0
979815,20200107,85.0
188847,20200103,84.0
235366,20191221,84.0
600361,20191230,84.0
603498,20191207,84.0
910505,20191210,84.0
910505,20200101,84.0
916767,20191111,84.0
922286,20191102,84.0
927962,20191202,84.0
927962,20191223,84.0
978726,20191208,84.0
978726,20191226,84.0
918771,20191229,83.74100000000001
918771,20191129,83.51999999999998
042184,20191211,83.0
381525,20191111,83.0
381525,20191216,83.0
547638,20191101,83.0
600361,20191112,83.0
705566,20191208,83.0
922286,20191124,83.0
922286,20191202,83.0
927962,20191122,83.0
927962,20200101,83.0
979815,20200106,83.0
981332,20191102,83.0
381525,20191228,82.0
381525,20200104,82.0
484543,20191122,82.0
600361,20191215,82.0
900357,20191214,82.0
910505,20191127,82.0
910505,20191128,82.0
910505,20191218,82.0
916767,20191103,82.0
927962,20191101,82.0
918771,20191223,81.70399999999998
918771,20200103,81.28800000000001
272583,20191223,81.0
600361,20191223,81.0
907790,20191113,81.0
915660,20191220,81.0
922286,20200104,81.0
944801,20191208,81.0
975409,20191223,81.0
975409,20200107,81.0
979815,20191115,81.0
918771,20191125,80.48199999999999
918771,20200105,80.379
918771,20191105,80.06200000000001
052639,20191111,80.0
235366,20191107,80.0
235366,20200101,80.0
484543,20191213,80.0
484543,20191231,80.0
918532,20191110,80.0
926840,20191130,80.0
944801,20191114,80.0
970863,20191109,80.0
979815,20200104,80.0
484543,20191221,79.0
600361,20191101,79.0
603498,20191208,79.0
910505,20191122,79.0
910505,20191225,79.0
922286,20191112,79.0
975409,20191224,79.0
978726,20191229,79.0
979815,20191203,79.0
918771,20191209,78.66899999999998
918771,20191207,78.301
052639,20191101,78.0
072041,20191105,78.0
312827,20200106,78.0
355594,20191108,78.0
355594,20191126,78.0
484543,20191201,78.0
600361,20191229,78.0
892166,20191112,78.0
910505,20191219,78.0
910505,20200108,78.0
922286,20191104,78.0
922286,20200107,78.0
927962,20191115,78.0
927962,20191230,78.0
939512,20191222,78.0
944801,20191110,78.0
944801,20200105,78.0
975409,20191229,78.0
978726,20191209,78.0
979815,20191104,78.0
979815,20191130,78.0
979815,20191201,78.0
918771,20191221,77.63199999999999
044594,20191207,77.0
056598,20191125,77.0
169664,20191111,77.0
381525,20191129,77.0
381525,20191208,77.0
484543,20191218,77.0
498634,20191203,77.0
600361,20191105,77.0
600361,20191125,77.0
922286,20191120,77.0
926840,20191112,77.0
472084,20191107,76.0
484543,20191123,76.0
484543,20191228,76.0
574970,20191111,76.0
910505,20191230,76.0
916767,20191215,76.0
918532,20191103,76.0
938704,20191223,76.0
970863,20191104,76.0
979815,20191118,76.0
979815,20191208,76.0
918771,20191222,75.528
188847,20191112,75.0
235366,20191119,75.0
575449,20191211,75.0
600361,20191204,75.0
705566,20191110,75.0
878181,20200102,75.0
975409,20191216,75.0
978726,20191217,75.0
979815,20191205,75.0
918771,20191122,74.33999999999997
056598,20191213,74.0
235366,20191218,74.0
484543,20191207,74.0
484543,20191209,74.0
599621,20191120,74.0
600361,20191222,74.0
600361,20200103,74.0
603498,20191110,74.0
603498,20200104,74.0
676072,20191120,74.0
910505,20191101,74.0
910505,20191212,74.0
910505,20200106,74.0
916767,20191130,74.0
926840,20191113,74.0
927962,20191211,74.0
918771,20191106,73.657
918771,20200106,73.02299999999998
072041,20191211,73.0
277939,20200107,73.0
381525,20200108,73.0
484543,20191128,73.0
547620,20191031,73.0
600361,20191202,73.0
600361,20191216,73.0
603498,20191103,73.0
926840,20191109,73.0
927962,20191209,73.0
927962,20191218,73.0
277939,20191103,72.0
277939,20191211,72.0
291211,20191125,72.0
302315,20191209,72.0
312827,20191114,72.0
312827,20191201,72.0
355594,20191217,72.0
381525,20191210,72.0
482216,20191225,72.0
547620,20191211,72.0
603498,20191114,72.0
603498,20191214,72.0
677914,20191215,72.0
755264,20191109,72.0
916767,20191114,72.0
916767,20191115,72.0
916767,20191203,72.0
918532,20191113,72.0
918532,20191123,72.0
922286,20200106,72.0
927962,20191121,72.0
944801,20191201,72.0
956730,20200106,72.0
970103,20191107,72.0
970863,20191212,72.0
979815,20191124,72.0
979815,20191125,72.0
918771,20191215,71.011
312827,20191125,71.0
600361,20191209,71.0
603498,20191102,71.0
603498,20191109,71.0
900704,20191124,71.0
927962,20191224,71.0
944801,20191108,71.0
944801,20191109,71.0
944801,20200104,71.0
970103,20191105,71.0
975409,20191227,71.0
979815,20191105,71.0
918771,20191112,70.88099999999999
188623,20191117,70.0
574970,20191118,70.0
600361,20191205,70.0
603498,20191124,70.0
755264,20191115,70.0
910505,20191120,70.0
944801,20191203,70.0
944801,20191213,70.0
970103,20191101,70.0
970863,20191105,70.0
975409,20191203,70.0
918771,20200107,69.38000000000001
291211,20191118,69.0
381525,20191224,69.0
459420,20191112,69.0
600361,20191121,69.0
600361,20191126,69.0
907790,20191111,69.0
915660,20191219,69.0
916767,20191110,69.0
916767,20191222,69.0
922286,20191207,69.0
926543,20191123,69.0
927962,20191127,69.0
944801,20191222,69.0
956730,20191219,69.0
970863,20191210,69.0
978726,20191210,69.0
979815,20191207,69.0
918771,20191108,68.964
918771,20191203,68.155
312827,20191210,68.0
472084,20191217,68.0
472084,20191227,68.0
600361,20191119,68.0
600361,20191203,68.0
927962,20191205,68.0
975409,20191212,68.0
975409,20191230,68.0
975409,20200101,68.0
979815,20191126,68.0
979815,20191222,68.0
999722,20191111,68.0
918771,20191228,67.27799999999999
918771,20200108,67.13000000000001
312827,20191112,67.0
603498,20191123,67.0
918532,20191115,67.0
922286,20191109,67.0
922286,20191230,67.0
926543,20191207,67.0
926840,20191104,67.0
927962,20191227,67.0
979815,20191209,67.0
918771,20200102,66.833
918771,20191107,66.579
918771,20191205,66.377
052639,20191224,66.0
052639,20191225,66.0
056598,20191202,66.0
233213,20191103,66.0
343392,20191224,66.0
381525,20200107,66.0
484535,20200108,66.0
484543,20191105,66.0
600361,20191120,66.0
600361,20191122,66.0
600361,20191129,66.0
600361,20200108,66.0
603498,20191130,66.0
806950,20200106,66.0
892166,20191114,66.0
900357,20191115,66.0
916767,20191117,66.0
926543,20191115,66.0
938233,20200104,66.0
975409,20191127,66.0
975409,20191221,66.0
975409,20200106,66.0
978726,20200107,66.0
979401,20191119,66.0
918771,20191127,65.64999999999999
312827,20191115,65.0
484543,20191031,65.0
815563,20191115,65.0
910505,20191031,65.0
916767,20191109,65.0
922286,20191205,65.0
926840,20191124,65.0
926840,20191208,65.0
939512,20191221,65.0
978726,20191127,65.0
978726,20191228,65.0
979815,20191102,65.0
979815,20191221,65.0
918771,20191204,64.853
918771,20200101,64.515
326728,20191123,64.0
381525,20191202,64.0
381525,20191223,64.0
547638,20191228,64.0
600361,20191104,64.0
600361,20191212,64.0
600361,20191226,64.0
705566,20191207,64.0
900357,20200108,64.0
916767,20191206,64.0
922286,20191106,64.0
922286,20191208,64.0
938233,20200105,64.0
970863,20191211,64.0
978726,20191122,64.0
978726,20191125,64.0
978726,20191128,64.0
979815,20191202,64.0
979815,20191223,64.0
918771,20191218,63.820999999999984
169664,20191103,63.0
233213,20191106,63.0
312827,20191104,63.0
312827,20191126,63.0
312827,20200108,63.0
381525,20191204,63.0
381525,20200102,63.0
435313,20191121,63.0
484543,20191210,63.0
600361,20191118,63.0
600361,20191217,63.0
600361,20191228,63.0
705566,20191111,63.0
910505,20191205,63.0
922286,20191119,63.0
922286,20191214,63.0
926840,20191111,63.0
938134,20191103,63.0
956730,20191229,63.0
970103,20191031,63.0
975409,20191202,63.0
977033,20191129,63.0
978726,20191129,63.0
978726,20191213,63.0
978726,20200105,63.0
918771,20191216,62.864000000000004
312827,20191101,62.0
312827,20200104,62.0
529909,20191230,62.0
683938,20200105,62.0
903955,20191217,62.0
944801,20191202,62.0
970103,20191108,62.0
979815,20191112,62.0
979815,20191117,62.0
918771,20191219,61.103999999999985
412346,20191221,61.0
574970,20191125,61.0
600361,20191206,61.0
600361,20191213,61.0
600361,20191227,61.0
705566,20191109,61.0
815563,20191201,61.0
900357,20200104,61.0
916767,20191213,61.0
916767,20191214,61.0
922286,20191126,61.0
926840,20191201,61.0
944801,20191215,61.0
966861,20191201,61.0
975409,20191128,61.0
978726,20191231,61.0
979815,20200102,61.0
999722,20191113,61.0
918771,20191213,60.894
918771,20191206,60.694
918771,20191210,60.438
005173,20191202,60.0
021352,20191126,60.0
063966,20191106,60.0
312827,20191213,60.0
355594,20191117,60.0
377697,20191120,60.0
459420,20191224,60.0
484543,20191114,60.0
487710,20191115,60.0
547620,20200107,60.0
600361,20191218,60.0
603175,20191129,60.0
677914,20191121,60.0
677914,20191219,60.0
683938,20191215,60.0
831826,20191102,60.0
867010,20191208,60.0
878181,20191130,60.0
900357,20191124,60.0
900357,20191210,60.0
916767,20200104,60.0
918532,20191111,60.0
922286,20191115,60.0
927962,20191120,60.0
927962,20191231,60.0
956730,20191223,60.0
965731,20191103,60.0
975409,20191220,60.0
978726,20191216,60.0
978726,20200104,60.0
312827,20191103,59.0
312827,20191202,59.0
312827,20191217,59.0
414615,20200107,59.0
529909,20191113,59.0
600361,20191220,59.0
600361,20200102,59.0
603498,20191113,59.0
603498,20191201,59.0
603498,20200105,59.0
603498,20200106,59.0
705566,20191108,59.0
878181,20191129,59.0
916767,20191124,59.0
922286,20191105,59.0
922286,20191204,59.0
927962,20191216,59.0
944801,20191207,59.0
975409,20191120,59.0
978726,20191219,59.0
979815,20191106,59.0
260679,20191111,58.0
272583,20191102,58.0
272583,20191130,58.0
312827,20191211,58.0
381525,20191220,58.0
381525,20191222,58.0
381525,20191231,58.0
381525,20200106,58.0
472084,20191202,58.0
600361,20200106,58.0
603498,20191206,58.0
705566,20191113,58.0
806950,20200105,58.0
815241,20191103,58.0
901603,20191113,58.0
910505,20191217,58.0
922286,20191128,58.0
939512,20191123,58.0
978726,20191202,58.0
978726,20200106,58.0
979815,20191219,58.0
918771,20191220,57.651
188847,20191110,57.0
312827,20191113,57.0
312827,20191215,57.0
312827,20200105,57.0
600361,20191128,57.0
603498,20191209,57.0
831826,20191114,57.0
900704,20191208,57.0
907790,20191123,57.0
918532,20191214,57.0
926840,20191115,57.0
927962,20191128,57.0
944801,20191104,57.0
975409,20191129,57.0
975409,20200102,57.0
978726,20191203,57.0
978726,20191221,57.0
979815,20191119,57.0
979815,20191228,57.0
918771,20191224,56.962
918771,20191031,56.489
042184,20191107,56.0
188623,20191207,56.0
312827,20191119,56.0
381525,20191112,56.0
381525,20191126,56.0
472084,20191109,56.0
547638,20191106,56.0
547638,20191113,56.0
547638,20191122,56.0
603498,20191108,56.0
603498,20191211,56.0
662379,20191218,56.0
900357,20191228,56.0
900357,20200105,56.0
916767,20191121,56.0
916767,20191125,56.0
916767,20191207,56.0
922286,20191121,56.0
922286,20191215,56.0
922286,20191229,56.0
922286,20200108,56.0
926543,20191103,56.0
926840,20191106,56.0
926840,20191123,56.0
927962,20191219,56.0
938134,20191112,56.0
944801,20191130,56.0
970103,20191106,56.0
979815,20191214,56.0
979815,20191216,56.0
918771,20191231,55.00000000000001
312827,20191111,55.0
312827,20191122,55.0
381525,20191101,55.0
381525,20191211,55.0
529909,20191111,55.0
603498,20191104,55.0
603498,20191212,55.0
603498,20200107,55.0
867010,20191207,55.0
892166,20191103,55.0
901702,20191111,55.0
926840,20191230,55.0
939512,20191124,55.0
975409,20191118,55.0
975409,20200108,55.0
979815,20191108,55.0
979815,20200103,55.0
985069,20200104,55.0
918771,20191101,54.974999999999994
918771,20191211,54.537000000000006
009670,20191209,54.0
056598,20191218,54.0
094722,20191125,54.0
188623,20191120,54.0
235754,20191113,54.0
312827,20200107,54.0
381525,20191125,54.0
472084,20191118,54.0
603498,20191120,54.0
736348,20200104,54.0
741967,20191113,54.0
867010,20191223,54.0
900357,20191125,54.0
910505,20191220,54.0
915660,20191221,54.0
916767,20191211,54.0
918532,20191207,54.0
938134,20191102,54.0
938704,20191221,54.0
944801,20191112,54.0
944801,20191210,54.0
964841,20200105,54.0
975409,20191222,54.0
975409,20191231,54.0
979815,20191213,54.0
981332,20191126,54.0
056598,20191129,53.0
188623,20191118,53.0
235754,20191103,53.0
326728,20191109,53.0
496166,20191123,53.0
547638,20200106,53.0
603498,20191112,53.0
603498,20191204,53.0
603498,20191223,53.0
603498,20200101,53.0
635771,20191109,53.0
831826,20191127,53.0
900704,20191123,53.0
918532,20191114,53.0
926543,20191124,53.0
938134,20191113,53.0
938233,20191222,53.0
944801,20191118,53.0
944801,20191129,53.0
979815,20200101,53.0
042184,20191201,52.0
094722,20191103,52.0
231894,20191217,52.0
312827,20191205,52.0
381525,20191118,52.0
381525,20191201,52.0
381525,20191218,52.0
484543,20191112,52.0
495622,20191130,52.0
529909,20191114,52.0
603498,20191101,52.0
603498,20191111,52.0
603498,20191205,52.0
603498,20191231,52.0
727172,20191115,52.0
826602,20191110,52.0
831826,20191106,52.0
831826,20191109,52.0
878181,20191205,52.0
878181,20200107,52.0
892166,20191130,52.0
900357,20191117,52.0
916767,20200105,52.0
918532,20191217,52.0
922286,20191223,52.0
926840,20191114,52.0
966861,20191126,52.0
975409,20191204,52.0
975409,20191209,52.0
979815,20191224,52.0
979815,20191229,52.0
995811,20191201,52.0
007286,20191113,51.0
021535,20191031,51.0
040642,20191103,51.0
056598,20200108,51.0
198218,20191211,51.0
235754,20191123,51.0
312827,20191110,51.0
312827,20191128,51.0
343343,20191120,51.0
472084,20191122,51.0
484535,20191126,51.0
484543,20191115,51.0
570986,20191113,51.0
603498,20191202,51.0
603498,20191203,51.0
603498,20200103,51.0
635771,20191216,51.0
755264,20191104,51.0
755264,20191113,51.0
755264,20191120,51.0
815563,20191122,51.0
831826,20191104,51.0
900357,20191111,51.0
900357,20191123,51.0
900704,20191207,51.0
901702,20191224,51.0
916767,20191201,51.0
922286,20191221,51.0
922286,20200105,51.0
926840,20200107,51.0
927962,20191225,51.0
944801,20191121,51.0
944801,20200106,51.0
965731,20191113,51.0
970095,20191112,51.0
978726,20191212,51.0
978726,20191222,51.0
978726,20191227,51.0
979815,20191227,51.0
042184,20191103,50.0
056598,20191114,50.0
094722,20191216,50.0
188623,20191206,50.0
312827,20191209,50.0
326983,20191120,50.0
343293,20191120,50.0
381525,20191031,50.0
381525,20191203,50.0
381525,20191230,50.0
409946,20191114,50.0
547620,20200106,50.0
547638,20191104,50.0
579136,20200103,50.0
599803,20191127,50.0
600361,20191211,50.0
603498,20191217,50.0
603498,20191222,50.0
603498,20191229,50.0
755264,20191102,50.0
831826,20191101,50.0
843888,20191218,50.0
892166,20191203,50.0
927962,20191217,50.0
927962,20200108,50.0
961490,20191115,50.0
979815,20191121,50.0
979815,20191215,50.0
979815,20191225,50.0
979815,20191231,50.0
918771,20191121,49.419999999999995
094722,20191111,49.0
272583,20191221,49.0
310722,20191128,49.0
312827,20191106,49.0
312827,20191207,49.0
381525,20191217,49.0
464701,20191208,49.0
484543,20191220,49.0
542910,20191209,49.0
547620,20200108,49.0
600361,20200107,49.0
603498,20191216,49.0
603498,20200108,49.0
834689,20191111,49.0
867010,20191203,49.0
900357,20200103,49.0
916767,20191118,49.0
916767,20191210,49.0
918532,20191206,49.0
918532,20191223,49.0
926543,20191118,49.0
926840,20191101,49.0
926840,20200103,49.0
927962,20191129,49.0
927962,20191212,49.0
939512,20200104,49.0
944801,20191101,49.0
944801,20200103,49.0
966861,20191111,49.0
975409,20191217,49.0
985069,20200102,49.0
918771,20191202,48.584999999999994
042184,20191207,48.0
096602,20191214,48.0
178335,20191112,48.0
188623,20191119,48.0
208421,20191213,48.0
262733,20191106,48.0
312827,20191118,48.0
312827,20191127,48.0
312827,20200103,48.0
364950,20200103,48.0
389494,20191230,48.0
459115,20200102,48.0
472084,20200106,48.0
484543,20191109,48.0
484543,20191117,48.0
484543,20200104,48.0
486282,20191115,48.0
486282,20191122,48.0
486282,20191205,48.0
486282,20191219,48.0
547620,20191108,48.0
547638,20191112,48.0
603498,20191106,48.0
603498,20191126,48.0
603498,20191210,48.0
603498,20191228,48.0
669473,20191211,48.0
677914,20191103,48.0
677914,20191124,48.0
677914,20200106,48.0
683953,20200103,48.0
705566,20191228,48.0
765131,20191127,48.0
815563,20191204,48.0
815563,20191210,48.0
837047,20191129,48.0
867010,20191114,48.0
867010,20191222,48.0
900357,20191130,48.0
900357,20191229,48.0
901702,20191125,48.0
901702,20191127,48.0
901702,20191215,48.0
910505,20191226,48.0
922286,20191107,48.0
922286,20191212,48.0
922286,20191216,48.0
922286,20200103,48.0
927962,20191226,48.0
938233,20191224,48.0
939512,20200101,48.0
944801,20191031,48.0
944801,20191206,48.0
944801,20191228,48.0
956730,20200103,48.0
956730,20200105,48.0
966861,20191203,48.0
975409,20191211,48.0
975409,20191218,48.0
978726,20191220,48.0
979401,20191111,48.0
918771,20191128,47.852
918771,20191230,47.827000000000005
918771,20191225,47.30300000000001
021535,20191118,47.0
291211,20191111,47.0
312827,20191105,47.0
472084,20191104,47.0
478370,20200105,47.0
600361,20191210,47.0
603498,20191107,47.0
603498,20191128,47.0
722579,20191114,47.0
767111,20191124,47.0
826602,20191113,47.0
878181,20200108,47.0
900357,20191113,47.0
907790,20191130,47.0
918532,20191101,47.0
922286,20191108,47.0
926840,20191031,47.0
930016,20191229,47.0
944801,20191217,47.0
975409,20191213,47.0
979401,20191113,47.0
979815,20191122,47.0
979815,20191204,47.0
979815,20191226,47.0
995811,20191110,47.0
918771,20191212,46.48900000000001
042184,20191113,46.0
042184,20200105,46.0
188623,20191115,46.0
272583,20191113,46.0
312827,20191121,46.0
312827,20191216,46.0
381525,20191104,46.0
381525,20191229,46.0
381525,20200103,46.0
464701,20191124,46.0
496166,20191109,46.0
529909,20191214,46.0
558635,20200106,46.0
603498,20191031,46.0
603498,20191125,46.0
603498,20191215,46.0
705566,20191114,46.0
705566,20191229,46.0
705566,20200101,46.0
705566,20200103,46.0
737296,20191102,46.0
827634,20191124,46.0
901702,20200108,46.0
907790,20191114,46.0
916767,20191208,46.0
916767,20191217,46.0
918532,20200106,46.0
919324,20191111,46.0
922286,20191127,46.0
926840,20191218,46.0
926840,20191227,46.0
926840,20200101,46.0
938134,20191110,46.0
938704,20191224,46.0
943688,20191123,46.0
944801,20191209,46.0
961490,20191114,46.0
979815,20191127,46.0
985069,20200101,46.0
093971,20191213,45.0
100016,20191110,45.0
100016,20191207,45.0
188623,20191123,45.0
302513,20191113,45.0
368746,20191031,45.0
381525,20191121,45.0
381525,20191122,45.0
382184,20191216,45.0
478370,20200104,45.0
529909,20191130,45.0
603498,20191121,45.0
603498,20191122,45.0
645770,20191113,45.0
826602,20191115,45.0
831818,20191230,45.0
831826,20191230,45.0
867010,20191124,45.0
878181,20191121,45.0
878181,20191128,45.0
910505,20191204,45.0
927962,20191220,45.0
938134,20191130,45.0
938134,20200105,45.0
944801,20191124,45.0
944801,20191224,45.0
944801,20191230,45.0
944801,20200101,45.0
956730,20191130,45.0
956730,20191215,45.0
965731,20191122,45.0
965731,20191124,45.0
966861,20191113,45.0
975409,20191205,45.0
977033,20191219,45.0
